epoch,accuracy,loss,val_accuracy,val_loss
0,0.45232,1.5249532771301268,0.5781000256538391,1.2014799568176269
1,0.5642,1.2325004033470153,0.6154000163078308,1.1140873607635497
2,0.60856,1.110597973060608,0.6273999810218811,1.0426374141693115
3,0.63556,1.0327908893966675,0.6474000215530396,1.00761206035614
4,0.65654,0.9724604786872864,0.6574000120162964,0.981382864189148
5,0.67646,0.9135637631034851,0.6644999980926514,0.9631112498283386
6,0.6898,0.8742928497123719,0.6656000018119812,0.9533250570297241
7,0.70464,0.8249944712448121,0.6682999730110168,0.9562376834869385
8,0.72048,0.7861890456199646,0.6664999723434448,0.9771426880836487
9,0.73238,0.7487087800216675,0.6740999817848206,0.9665613495826721
10,0.74262,0.7202168021011353,0.6718000173568726,0.9794659555435181
11,0.75542,0.6846426625442504,0.6675999760627747,0.990496169090271
12,0.76574,0.6537834713363647,0.6754999756813049,0.9741869473457336
13,0.77376,0.6333296018218995,0.6736000180244446,1.0163067410469055
14,0.78114,0.6102251546669006,0.6676999926567078,1.0278672706604004
15,0.792,0.582546984167099,0.6717000007629395,1.0623155123710633
16,0.79894,0.5581598742008209,0.6754999756813049,1.0427457448005677
17,0.803,0.5454639347553253,0.6796000003814697,1.0888704033851624
18,0.81266,0.5255054823827744,0.680400013923645,1.0681289719581604
19,0.8183,0.5107616939926147,0.6776000261306763,1.069378574371338
20,0.82328,0.49401806648731234,0.6796000003814697,1.0705856247901917
21,0.8295,0.48207425765991213,0.6725999712944031,1.1300504318237306
22,0.83256,0.4680008654689789,0.6744999885559082,1.1346768467903137
23,0.83774,0.4560746703767776,0.6743999719619751,1.1476642548561096
24,0.84182,0.4422257746601105,0.6761000156402588,1.1327465307235718
25,0.84638,0.4297408045482636,0.6782000064849854,1.2005772317886352
26,0.85104,0.4187954969668388,0.6789000034332275,1.1368185192108153
27,0.85296,0.4178754890584946,0.67330002784729,1.190703411769867
28,0.85624,0.40167289062976835,0.6687999963760376,1.2085058297157287
29,0.86016,0.3933855211830139,0.6761999726295471,1.2383721091270448
30,0.86536,0.38143801923274995,0.6823999881744385,1.167152976322174
31,0.86614,0.378289031329155,0.6610000133514404,1.369678724193573
32,0.8717,0.36346225420951844,0.6735000014305115,1.289867135810852
33,0.87362,0.3612606407880783,0.6766999959945679,1.28652902803421
34,0.8741,0.35812268120765683,0.6862999796867371,1.3121487222671508
35,0.8784,0.3474899940800667,0.6798999905586243,1.2897797181129456
36,0.87698,0.3469446114563942,0.6780999898910522,1.3154699405670165
37,0.8817,0.3392931831598282,0.6743000149726868,1.3356883850097656
38,0.88514,0.33012794338703155,0.673799991607666,1.3509636479377747
39,0.88678,0.3268543606710434,0.6747999787330627,1.433306214237213
40,0.88768,0.31937190764069556,0.6722999811172485,1.3665529024124146
41,0.89296,0.30924489189386367,0.6800000071525574,1.4150642780303955
42,0.89066,0.31409879889011383,0.6747000217437744,1.4223053748130798
43,0.89412,0.3104613912427425,0.6747000217437744,1.4773488468170166
44,0.89116,0.3167935074067116,0.675000011920929,1.4217590637207032
45,0.89414,0.3042511689901352,0.6743000149726868,1.4231444145679475
46,0.89528,0.29955541813611986,0.6829000115394592,1.4607882336616516
47,0.8953,0.2976127413868904,0.6801999807357788,1.454977785873413
48,0.89968,0.2927413812041283,0.6851000189781189,1.4242479711532592
49,0.89804,0.2913855438303947,0.6786999702453613,1.4119718132972718
50,0.90174,0.2888522897696495,0.6783999800682068,1.4653886563301086
51,0.9042,0.2813824202376604,0.67330002784729,1.485875570487976
52,0.90518,0.27514317253232,0.6779000163078308,1.4748088711738587
53,0.90444,0.2765628003132343,0.6797000169754028,1.5422125049591064
54,0.90806,0.27154392263293264,0.6729999780654907,1.5687065941810607
55,0.90622,0.2743897123867273,0.6712999939918518,1.5960723165512085
56,0.90218,0.2824480702769756,0.6761000156402588,1.6122545656204224
57,0.90822,0.2663527057158947,0.6779000163078308,1.5059361812591552
58,0.91024,0.2599427360635996,0.6784999966621399,1.5990769174575805
59,0.90812,0.270380605083704,0.6751999855041504,1.6165923748970032
60,0.91082,0.2651004210585356,0.6736000180244446,1.4668836695671081
61,0.91292,0.25732632486939433,0.6740000247955322,1.6168830724716186
62,0.91192,0.2607658909392357,0.6732000112533569,1.7058992280960084
63,0.91378,0.25266761592149733,0.6819999814033508,1.555628466796875
64,0.9147,0.24703299911618232,0.6747999787330627,1.5920867643356322
65,0.91398,0.25338641443669796,0.6822999715805054,1.5928242257118226
66,0.91448,0.2509168110001087,0.6718000173568726,1.6125820244789124
67,0.91622,0.24352863198041916,0.6723999977111816,1.7174479294776916
68,0.91516,0.2537467210137844,0.6757000088691711,1.5406547249794007
69,0.91966,0.23799643940657378,0.6764000058174133,1.672431442451477
70,0.9201,0.23662152133584022,0.6783999800682068,1.6300068175315856
71,0.92052,0.23696454609572887,0.670199990272522,1.8642190064430237
